atleta_id,nome,clube_id,clube,posicao_id,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,scout_V,scout_DS,scout_FC,scout_FF,scout_FS,scout_CA,scout_SG,scout_FD,scout_I,scout_A,scout_G,scout_PS,scout_DE,scout_GS,scout_PC,scout_CV,scout_FT,scout_GC,scout_PP,scout_DP,mandante,adversario,prob_vitoria,prob_gols,tendencia,min_valorizar,pb_media,resiliencia_pct,confiabilidade,media_bayesiana,residuo_z,armadilha_label,custo_beneficio,cb_rank,status_label,time_pos,adv_pos,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,sequencia_time,forma_score_time,vantagem_mando,oportunidade_confronto,score_confronto,score_confronto_z,score_confronto_100,condicao_mando,pontos_esperados,caro_e_vale,recomendacao
107985,Terán,293,CAP,3,Zagueiro,7,6.98,0.0,4.09,13,0.0,False,,15.0,10.0,2.0,7.0,,5.0,3.0,,0.0,0.0,,,,,,,,,,True,CAM,0.482,,estavel,4.1,2.94,0.719,1.0,4.095,0.686,valor_bom,0.587,20,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.7,0.6444,0.933,64.0,favoravel,3.82,False,TITULAR
102911,Zé Ricardo,364,REM,4,Meia,7,4.75,0.43,3.02,26,3.5,True,,39.0,37.0,6.0,30.0,5.0,0.0,6.0,3.0,1.0,1.0,,,,,1.0,,,,,True,GRE,0.417,,estavel,3.5,2.64,0.874,1.0,2.848,0.371,neutro,0.6,28,Provável,19.0,17.0,0.875,1.191,1.12,1.032,-5.0,0.0,23.8,0.525,0.4522,-0.415,43.8,neutro,3.13,False,TITULAR
68938,Giovanni Augusto,315,CHA,4,Meia,7,5.3,0.76,3.75,18,5.5,True,,15.0,12.0,4.0,22.0,2.0,0.0,3.0,1.0,5.0,1.0,,,,,,,,,,False,VIT,0.171,,alta,5.5,2.08,0.555,1.0,3.3,0.624,valor_bom,0.623,20,Provável,20.0,13.0,1.117,0.713,1.0,1.2,1.0,0.45,-50.0,0.25,0.3571,-1.376,29.4,desfavoravel,3.14,False,TITULAR
95332,Marcinho,315,CHA,5,Atacante,7,5.09,-0.76,4.22,25,2.7,True,,24.0,17.0,12.0,20.0,2.0,0.0,6.0,4.0,2.0,5.0,,,,,,,,,,False,VIT,0.171,,baixa,2.7,2.22,0.526,1.0,3.823,0.951,valor_bom,0.751,3,Provável,20.0,13.0,1.117,0.713,1.0,1.2,1.0,0.45,-50.0,0.25,0.3571,-1.407,28.9,desfavoravel,3.56,False,TITULAR
102906,Anderson,315,CHA,1,Goleiro,7,6.72,1.37,3.72,13,9.9,True,,,,,5.0,1.0,1.0,,,0.0,0.0,,50.0,23.0,,,,,,,False,VIT,0.171,,alta,9.9,3.34,0.898,1.0,3.971,0.16,neutro,0.591,12,Provável,20.0,13.0,1.117,0.713,1.0,1.2,1.0,0.45,-50.0,0.825,0.5154,-0.024,49.6,neutro,4.42,False,TITULAR
104519,Camilo,315,CHA,4,Meia,7,4.53,-0.47,2.9,22,-0.3,True,,46.0,40.0,6.0,13.0,7.0,0.0,2.0,,0.0,0.0,,,,,,,,,,False,VIT,0.171,,estavel,2.9,2.9,1.0,1.0,2.737,0.373,neutro,0.604,26,Provável,20.0,13.0,1.117,0.713,1.0,1.2,1.0,0.45,-50.0,0.25,0.3571,-1.376,29.4,desfavoravel,2.88,False,TITULAR
130843,Arthur Dias,293,CAP,3,Zagueiro,7,6.19,0.44,3.64,23,6.2,True,,34.0,21.0,4.0,14.0,6.0,7.0,,1.0,0.0,0.0,,,,,,,,,,True,CAM,0.482,,estavel,6.2,2.73,0.75,1.0,3.76,0.618,valor_bom,0.607,16,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.7,0.6444,0.933,64.0,favoravel,3.58,False,TITULAR
130806,Kauan,315,CHA,3,Zagueiro,7,1.57,-0.17,1.27,7,1.4,True,,5.0,6.0,,2.0,1.0,1.0,1.0,,0.0,0.0,,,,,,,1.0,,,False,VIT,0.171,,estavel,1.4,0.84,0.661,0.875,1.376,1.088,valor_bom,0.767,1,Provável,20.0,13.0,1.117,0.713,1.0,1.2,1.0,0.45,-50.0,0.825,0.5154,-0.042,49.4,neutro,2.59,False,BANCO
110426,Bernabei,285,INT,2,Lateral,7,8.83,-0.65,5.84,24,-1.4,True,,32.0,47.0,27.0,26.0,6.0,6.0,11.0,11.0,1.0,4.0,,,,1.0,1.0,1.0,,,,True,COR,0.443,,baixa,5.8,3.88,0.664,1.0,5.676,0.917,valor_bom,0.643,17,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.45,0.4886,-0.285,45.7,neutro,4.19,False,TITULAR
99552,Rossi,262,FLA,1,Goleiro,7,8.43,0.57,4.85,26,4.2,True,,,,,2.0,,11.0,,,0.0,0.0,,71.0,22.0,,,,,,,False,SAN,0.504,,alta,4.2,2.73,0.563,1.0,4.739,0.324,neutro,0.562,16,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.6,0.6496,0.976,64.6,neutro,4.08,False,TITULAR
89274,Andreas Pereira,275,PAL,4,Meia,7,11.73,0.39,4.71,27,5.3,True,,28.0,23.0,18.0,25.0,3.0,0.0,9.0,4.0,10.0,1.0,,,,,,,,,,True,BAH,0.581,,estavel,5.3,2.67,0.567,1.0,4.569,-0.399,neutro,0.39,138,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.425,0.5226,0.296,54.4,neutro,3.63,False,TITULAR
80287,Luciano,276,SAO,5,Atacante,7,13.05,-0.68,5.59,22,6.8,True,,16.0,24.0,17.0,34.0,4.0,0.0,8.0,8.0,1.0,8.0,3.0,,,,,1.0,,1.0,,False,CRU,0.222,,baixa,6.8,2.45,0.438,1.0,5.417,-0.425,neutro,0.415,105,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.55,0.4227,-0.79,38.2,desfavoravel,4.3,False,WATCH
78850,Reinaldo,2305,MIR,2,Lateral,7,8.94,0.97,3.52,22,9.5,True,,14.0,13.0,13.0,14.0,5.0,2.0,6.0,,4.0,1.0,,,,,,1.0,,,,False,RBB,0.198,,alta,9.5,2.07,0.588,1.0,3.963,-1.279,armadilha_leve,0.443,80,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.55,0.4962,-0.228,46.6,neutro,3.94,False,WATCH
39148,Hulk,266,FLU,5,Atacante,7,14.05,1.54,6.95,20,18.3,True,,9.0,12.0,15.0,54.0,2.0,0.0,14.0,7.0,4.0,7.0,,,,,,,,,,True,CFC,0.614,,alta,18.3,3.15,0.453,1.0,6.377,0.544,valor_bom,0.454,89,Provável,4.0,9.0,1.273,1.244,1.362,1.693,1.0,0.675,33.4,0.75,0.7743,2.514,87.7,favoravel,5.01,True,WATCH
68708,Eduardo,2305,MIR,4,Meia,7,8.37,2.63,4.12,20,18.3,True,,13.0,10.0,11.0,13.0,1.0,0.0,3.0,,0.0,6.0,,,,,1.0,1.0,,,,False,RBB,0.198,,alta,18.3,2.62,0.636,1.0,4.112,0.176,neutro,0.491,88,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.45,0.4898,-0.036,49.5,neutro,5.28,False,TITULAR
141776,Gustavo Henrique,277,SAN,4,Meia,7,3.73,-0.3,3.29,14,1.4,True,,29.0,18.0,3.0,20.0,4.0,0.0,2.0,,0.0,0.0,,,,,1.0,,,,,True,FLA,0.235,,estavel,1.4,3.29,1.0,1.0,2.925,1.232,valor_bom,0.784,2,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.1,0.3738,-1.207,31.9,neutro,2.6,False,WATCH
103445,Kaio Jorge,283,CRU,5,Atacante,7,10.93,0.62,4.76,21,6.2,True,,5.0,6.0,19.0,21.0,2.0,0.0,7.0,6.0,1.0,7.0,2.0,,,,,,,,,True,SAO,0.516,,alta,6.2,1.86,0.391,1.0,4.81,-0.541,armadilha_leve,0.44,94,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.325,0.5499,0.405,56.1,neutro,3.52,False,WATCH
108713,Galeano,364,REM,5,Atacante,7,4.71,0.26,1.83,16,3.6,True,,7.0,5.0,7.0,19.0,2.0,0.0,6.0,2.0,0.0,0.0,,,,,,,,,,True,GRE,0.417,,estavel,3.6,1.83,1.0,1.0,2.081,-1.056,armadilha_leve,0.442,93,Provável,19.0,17.0,0.875,1.191,1.12,1.032,-5.0,0.0,23.8,0.525,0.4559,-0.478,42.8,neutro,2.32,False,WATCH
101908,Willian Machado,2305,MIR,3,Zagueiro,7,6.11,1.23,3.46,21,8.9,True,,30.0,19.0,3.0,12.0,3.0,2.0,4.0,,1.0,1.0,,,,,,,,,,False,RBB,0.198,,alta,8.9,2.65,0.766,1.0,3.637,0.503,valor_bom,0.595,19,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.55,0.4962,-0.187,47.2,neutro,4.07,False,TITULAR
114802,Vitor Roque,275,PAL,5,Atacante,7,15.3,-0.57,6.32,16,9.9,True,,14.0,15.0,10.0,39.0,1.0,0.0,7.0,4.0,0.0,5.0,1.0,,,,,3.0,,,,True,BAH,0.581,,baixa,9.9,3.82,0.604,1.0,5.861,-0.46,neutro,0.383,115,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.425,0.5346,0.261,53.9,neutro,3.85,False,TITULAR
94583,Pedro,262,FLA,5,Atacante,7,16.24,0.83,8.3,26,9.9,True,,18.0,16.0,15.0,21.0,1.0,0.0,17.0,5.0,4.0,16.0,1.0,,,,,1.0,,,,False,SAN,0.504,,alta,9.9,2.61,0.314,1.0,7.51,1.461,valor_bom,0.462,85,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.725,0.6013,0.888,63.3,neutro,4.72,False,WATCH
115986,Denilson,2305,MIR,4,Meia,7,4.89,0.37,3.07,17,3.0,True,,31.0,29.0,2.0,15.0,4.0,0.0,2.0,,0.0,1.0,,,,1.0,,,,,,False,RBB,0.198,,estavel,3.0,2.78,0.906,1.0,2.82,0.24,neutro,0.577,37,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.45,0.4898,-0.036,49.5,neutro,3.33,False,TITULAR
90061,Bruno Pacheco,315,CHA,2,Lateral,7,7.34,-0.42,4.91,17,7.0,True,,35.0,11.0,1.0,17.0,3.0,1.0,,1.0,3.0,1.0,,,,,,,,,,False,VIT,0.171,,estavel,7.0,3.5,0.713,1.0,4.997,0.744,valor_bom,0.681,8,Provável,20.0,13.0,1.117,0.713,1.0,1.2,1.0,0.45,-50.0,0.825,0.5154,-0.083,48.8,neutro,4.57,False,TITULAR
126182,Paulinho,285,INT,4,Meia,7,3.95,0.04,1.93,21,2.0,True,,24.0,29.0,5.0,21.0,7.0,0.0,5.0,1.0,0.0,0.0,,,,,,,,,,True,COR,0.443,,estavel,2.0,1.93,1.0,1.0,2.029,-0.149,neutro,0.514,77,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.25,0.4774,-0.161,47.6,neutro,2.59,False,WATCH
141131,Vitão,282,CAM,3,Zagueiro,7,5.22,-0.54,5.18,5,4.7,True,,7.0,3.0,1.0,1.0,1.0,1.0,,,0.0,1.0,,,,,,1.0,,,,False,CAP,0.239,,baixa,4.7,3.38,0.653,0.625,3.645,0.958,valor_bom,0.436,64,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.05,0.2568,-1.997,20.0,desfavoravel,3.37,False,TITULAR
70666,Marllon,364,REM,3,Zagueiro,7,5.87,0.69,2.79,25,8.0,True,,27.0,13.0,3.0,13.0,4.0,2.0,,,1.0,2.0,,,,,,,1.0,,,True,GRE,0.417,,alta,8.0,1.87,0.67,1.0,2.765,-0.463,neutro,0.471,55,Provável,19.0,17.0,0.875,1.191,1.12,1.032,-5.0,0.0,23.8,0.95,0.6597,1.049,65.7,neutro,3.78,False,TITULAR
106708,Igor Formiga,2305,MIR,2,Lateral,7,9.88,1.18,5.99,22,16.2,True,,51.0,33.0,12.0,7.0,2.0,1.0,4.0,,4.0,3.0,,,,,,,,,,False,RBB,0.198,,alta,16.2,4.13,0.689,1.0,5.775,0.622,valor_bom,0.585,43,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.55,0.4962,-0.228,46.6,neutro,5.45,False,TITULAR
69208,Gabriel Paulista,264,COR,3,Zagueiro,7,8.25,0.0,4.13,19,0.0,False,,20.0,14.0,11.0,9.0,5.0,7.0,1.0,1.0,0.0,1.0,,,,,,,,,,False,INT,0.267,,estavel,4.1,2.71,0.656,1.0,4.122,0.228,neutro,0.5,44,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.9,0.5281,0.054,50.8,neutro,3.31,False,TITULAR
89256,Gerson,283,CRU,4,Meia,7,8.4,-1.11,4.63,24,2.4,True,,47.0,27.0,8.0,49.0,5.0,0.0,7.0,5.0,3.0,0.0,,,,,,,,,,True,SAO,0.516,,baixa,2.4,4.0,0.864,1.0,4.496,0.68,valor_bom,0.535,64,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.325,0.5405,0.477,57.2,neutro,3.58,False,TITULAR
71536,Luiz Gustavo,293,CAP,4,Meia,7,5.84,-0.72,3.42,19,1.5,True,,22.0,18.0,3.0,21.0,2.0,0.0,7.0,,0.0,2.0,,,,1.0,,1.0,,,,True,CAM,0.482,,baixa,1.5,2.89,0.845,1.0,3.619,0.734,valor_bom,0.62,22,Provável,3.0,7.0,1.563,2.1,0.9,0.844,2.0,0.6,40.5,0.15,0.5401,0.472,57.1,neutro,3.11,False,TITULAR
105157,Villagra,285,INT,4,Meia,7,5.16,0.0,1.99,20,0.0,False,,22.0,28.0,5.0,21.0,3.0,0.0,3.0,,0.0,0.0,,,,,,,,,,True,COR,0.443,,estavel,2.0,1.99,1.0,1.0,2.075,-0.936,armadilha_leve,0.402,132,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.25,0.4774,-0.161,47.6,neutro,3.15,False,WATCH
95362,Cassierra,282,CAM,5,Atacante,7,6.61,1.56,2.5,21,11.2,True,,3.0,11.0,7.0,10.0,1.0,0.0,6.0,4.0,1.0,3.0,,,,,,2.0,,,,False,CAP,0.239,,alta,11.2,1.12,0.448,1.0,3.174,-0.818,armadilha_leve,0.48,81,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.2,0.4125,-0.886,36.7,desfavoravel,4.17,False,WATCH
113125,Picco,364,REM,4,Meia,7,6.15,-0.07,3.43,25,2.1,True,,47.0,27.0,8.0,4.0,2.0,0.0,1.0,,0.0,2.0,,,,,,,,,,True,GRE,0.417,,estavel,2.1,3.03,0.883,1.0,3.591,0.524,valor_bom,0.584,34,Provável,19.0,17.0,0.875,1.191,1.12,1.032,-5.0,0.0,23.8,0.525,0.4522,-0.415,43.8,neutro,4.15,False,TITULAR
103388,Emmanuel Martínez,287,VIT,4,Meia,7,6.33,0.38,3.32,19,4.3,True,,37.0,28.0,5.0,31.0,6.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,True,CHA,0.585,,estavel,4.3,3.32,1.0,1.0,3.549,0.371,neutro,0.561,47,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.75,0.6017,1.095,66.4,favoravel,3.55,False,TITULAR
87552,Vitor Bueno,364,REM,4,Meia,7,6.96,-1.43,3.9,21,2.2,True,,7.0,11.0,6.0,17.0,1.0,0.0,10.0,,3.0,4.0,,,,,,1.0,,,,True,GRE,0.417,,baixa,2.2,2.23,0.572,1.0,3.953,0.595,valor_bom,0.568,43,Provável,19.0,17.0,0.875,1.191,1.12,1.032,-5.0,0.0,23.8,0.525,0.4522,-0.415,43.8,neutro,3.32,False,TITULAR
110598,Marino Hinestroza,267,VAS,5,Atacante,7,5.66,0.63,1.74,14,5.9,True,,7.0,6.0,7.0,14.0,,0.0,,,0.0,0.0,,,,,,1.0,,,,False,BOT,0.338,,alta,5.9,1.74,1.0,1.0,2.046,-1.739,armadilha_forte,0.361,120,Provável,16.0,12.0,1.747,0.922,0.546,0.996,2.0,0.7,-29.5,0.95,0.6638,1.475,72.1,neutro,2.6,False,EVITAR
145404,Arthur,275,PAL,2,Lateral,2,4.96,-0.81,4.29,19,5.0,True,,25.0,22.0,6.0,12.0,1.0,8.0,3.0,,0.0,0.0,,,,,1.0,,,,,True,BAH,0.581,,baixa,5.0,3.03,0.706,1.0,4.103,1.01,valor_bom,0.827,1,Dúvida,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.15,0.5022,-0.183,47.3,neutro,3.27,False,WATCH
101729,Fabinho,294,CFC,5,Atacante,7,2.09,-0.99,1.41,11,0.0,True,,1.0,6.0,2.0,2.0,1.0,0.0,1.0,,1.0,1.0,,,,,,,,,,False,FLU,0.144,,baixa,1.4,0.23,0.163,1.0,1.215,0.353,neutro,0.581,36,Provável,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.325,0.4331,-0.693,39.6,desfavoravel,1.89,False,BANCO
118844,Kaio César,264,COR,5,Atacante,7,10.04,-0.31,5.87,16,5.8,True,,26.0,12.0,6.0,43.0,2.0,0.0,7.0,1.0,2.0,2.0,,,,,,,,,,False,INT,0.267,,estavel,5.8,4.25,0.724,1.0,5.561,0.76,valor_bom,0.554,51,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.55,0.4191,-0.824,37.6,neutro,3.85,False,TITULAR
101393,Eduardo Doma,315,CHA,3,Zagueiro,7,4.06,0.55,2.25,24,3.0,True,,27.0,16.0,7.0,3.0,5.0,2.0,2.0,,0.0,1.0,,,,1.0,1.0,,,,,False,VIT,0.171,,alta,3.0,1.75,0.778,1.0,2.359,0.051,neutro,0.581,22,Provável,20.0,13.0,1.117,0.713,1.0,1.2,1.0,0.45,-50.0,0.825,0.5154,-0.042,49.4,neutro,3.27,False,TITULAR
108131,Garcez,315,CHA,5,Atacante,7,5.18,-0.59,3.8,13,5.6,True,,11.0,9.0,12.0,13.0,,0.0,3.0,2.0,0.0,2.0,,,,,,,,,,False,VIT,0.171,,baixa,5.6,2.57,0.676,1.0,3.336,0.255,neutro,0.644,12,Provável,20.0,13.0,1.117,0.713,1.0,1.2,1.0,0.45,-50.0,0.25,0.3571,-1.407,28.9,desfavoravel,3.09,False,TITULAR
82407,Chico Kim,2305,MIR,4,Meia,7,3.89,0.25,1.95,7,5.7,True,,6.0,5.0,3.0,5.0,,0.0,1.0,,0.0,0.0,,,,,,,,,,False,RBB,0.198,,estavel,5.7,1.95,1.0,0.875,2.13,0.034,neutro,0.479,93,Provável,15.0,10.0,1.188,0.8,0.982,1.394,3.0,0.675,-28.2,0.45,0.4898,-0.036,49.5,neutro,3.07,False,TITULAR
99815,Arias,275,PAL,4,Meia,7,13.53,-0.24,6.92,22,3.3,True,,48.0,25.0,16.0,37.0,4.0,0.0,9.0,4.0,3.0,4.0,,,,,,1.0,,,,True,BAH,0.581,,estavel,3.3,5.33,0.77,1.0,6.166,1.236,valor_bom,0.456,110,Provável,2.0,5.0,0.834,0.533,1.433,1.12,5.0,0.675,24.5,0.425,0.5226,0.296,54.4,neutro,4.31,False,TITULAR
116065,Cuiabano,267,VAS,2,Lateral,7,13.16,1.04,7.58,16,12.8,True,,44.0,16.0,11.0,16.0,4.0,2.0,8.0,,4.0,1.0,,,,,,,,,,False,BOT,0.338,,alta,12.8,5.58,0.736,1.0,6.781,0.796,valor_bom,0.515,66,Provável,16.0,12.0,1.747,0.922,0.546,0.996,2.0,0.7,-29.5,0.25,0.4524,-0.558,41.6,neutro,4.87,False,TITULAR
109987,Medina,263,BOT,4,Meia,7,7.29,0.94,3.65,17,8.0,True,,28.0,17.0,7.0,26.0,3.0,0.0,3.0,,0.0,1.0,1.0,,,,1.0,,,,,True,VAS,0.379,,alta,8.0,3.36,0.921,1.0,3.792,0.221,neutro,0.52,72,Provável,12.0,16.0,0.546,0.996,1.747,0.922,-1.0,0.425,29.5,0.85,0.5224,0.294,54.4,neutro,4.09,False,TITULAR
101807,Oliva,277,SAN,4,Meia,7,6.35,0.03,3.4,18,1.9,True,,20.0,27.0,6.0,12.0,,0.0,2.0,,2.0,2.0,,,,,,,,,,True,FLA,0.235,,estavel,1.9,2.29,0.674,1.0,3.613,0.447,neutro,0.569,41,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.1,0.3738,-1.207,31.9,neutro,2.99,False,TITULAR
141400,Huguinho,263,BOT,4,Meia,7,4.3,-0.38,2.79,10,0.2,True,,12.0,17.0,5.0,16.0,4.0,0.0,,,0.0,1.0,,,,1.0,,,,,,True,VAS,0.379,,estavel,0.2,2.29,0.821,1.0,2.567,0.309,neutro,0.597,29,Provável,12.0,16.0,0.546,0.996,1.747,0.922,-1.0,0.425,29.5,0.85,0.5224,0.294,54.4,neutro,2.93,False,TITULAR
92747,Eduardo Domínguez,282,CAM,6,Técnico,7,10.11,-0.45,5.4,23,5.12,True,11.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,,False,CAP,0.239,,estavel,5.1,5.4,1.0,1.0,5.418,-1.097,armadilha_leve,0.536,14,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.2,0.4125,-0.827,37.6,desfavoravel,4.42,False,WATCH
93368,Lucas Veríssimo,277,SAN,3,Zagueiro,7,9.24,0.46,4.39,14,8.2,True,,21.0,17.0,4.0,8.0,3.0,5.0,1.0,2.0,1.0,0.0,,,,,,,,,,True,FLA,0.235,,estavel,8.2,2.96,0.674,1.0,4.286,0.093,neutro,0.464,60,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.0,0.3945,-0.956,35.7,neutro,3.95,False,TITULAR
41929,Renato Gaúcho,284,GRE,6,Técnico,7,10.09,0.3,5.27,15,7.97,True,5.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,,False,REM,0.299,,estavel,8.0,5.27,1.0,1.0,5.339,-1.29,armadilha_leve,0.529,15,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5198,0.194,52.9,neutro,3.95,False,WATCH
124219,Millán,266,FLU,3,Zagueiro,7,3.62,-0.87,1.22,7,-0.3,True,,2.0,7.0,3.0,,1.0,1.0,1.0,,0.0,0.0,,,,,,,,,,True,CFC,0.614,,baixa,1.2,0.79,0.648,0.875,2.002,-0.088,neutro,0.484,48,Provável,4.0,9.0,1.273,1.244,1.362,1.693,1.0,0.675,33.4,0.3,0.5406,0.148,52.2,neutro,2.47,False,WATCH
100804,Tchamba,364,REM,3,Zagueiro,7,4.48,-0.11,2.7,20,1.2,True,,25.0,8.0,5.0,9.0,1.0,2.0,2.0,1.0,1.0,0.0,,,,,,,2.0,,,True,GRE,0.417,,estavel,1.2,2.15,0.796,1.0,2.696,0.203,neutro,0.602,18,Provável,19.0,17.0,0.875,1.191,1.12,1.032,-5.0,0.0,23.8,0.95,0.6597,1.049,65.7,favoravel,3.69,False,TITULAR
88963,Leonardo Jardim,262,FLA,6,Técnico,7,13.1,-0.11,7.37,24,7.02,True,16.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,,False,SAN,0.504,,estavel,7.0,7.37,1.0,1.0,7.199,0.499,neutro,0.55,13,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.725,0.5916,0.877,63.2,neutro,4.83,False,TITULAR
115537,Marcos Victor,265,BAH,3,Zagueiro,7,5.05,1.17,3.77,6,8.4,True,,12.0,3.0,,1.0,,1.0,,,0.0,0.0,,,,,,,,,,False,PAL,0.18,,alta,8.4,3.27,0.867,0.75,3.15,0.436,neutro,0.468,56,Provável,5.0,2.0,1.433,1.12,0.834,0.533,-1.0,0.7,-24.5,0.125,0.3741,-1.11,33.3,desfavoravel,3.62,False,TITULAR
95131,Gabriel Taliari,364,REM,5,Atacante,7,8.88,0.5,4.77,16,6.8,True,,13.0,24.0,13.0,28.0,1.0,0.0,6.0,5.0,0.0,4.0,2.0,,,,,,,,,True,GRE,0.417,,estavel,6.8,2.77,0.581,1.0,4.828,0.262,neutro,0.544,54,Provável,19.0,17.0,0.875,1.191,1.12,1.032,-5.0,0.0,23.8,0.525,0.4559,-0.478,42.8,neutro,3.62,False,TITULAR
141594,Pedro Gabriel,284,GRE,2,Lateral,7,5.78,1.69,3.3,15,10.4,True,,17.0,22.0,3.0,3.0,7.0,5.0,3.0,,1.0,0.0,,,,,,,,,,False,REM,0.299,,alta,10.4,1.97,0.597,1.0,3.425,-0.374,neutro,0.593,39,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5503,0.179,52.7,neutro,2.88,False,WATCH
143153,Tarzia,287,VIT,5,Atacante,7,4.29,0.33,3.06,21,5.6,True,,16.0,21.0,8.0,26.0,2.0,0.0,7.0,2.0,1.0,2.0,,,,,,,,,,True,CHA,0.585,,estavel,5.6,2.06,0.673,1.0,2.928,0.365,neutro,0.683,8,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.75,0.6158,1.024,65.4,favoravel,2.92,False,TITULAR
107256,Zé Vitor,287,VIT,4,Meia,7,6.64,0.61,4.79,17,7.1,True,,40.0,36.0,13.0,28.0,4.0,0.0,4.0,,0.0,1.0,,,,1.0,,,,,,True,CHA,0.585,,alta,7.1,4.5,0.939,1.0,4.567,1.58,valor_oculto,0.688,4,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.75,0.6017,1.095,66.4,favoravel,3.64,False,TITULAR
42411,Cuca,277,SAN,6,Técnico,7,10.22,-0.21,6.17,19,5.58,True,9.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,,True,FLA,0.235,,estavel,5.6,6.17,1.0,1.0,5.962,0.27,neutro,0.583,7,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.1,0.3738,-1.196,32.1,neutro,4.57,False,TITULAR
127273,Artur Jorge,283,CRU,6,Técnico,7,11.85,0.32,6.46,20,8.13,True,13.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,,True,SAO,0.516,,estavel,8.1,6.46,1.0,1.0,6.524,-0.071,neutro,0.551,12,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.325,0.5405,0.39,55.8,neutro,4.39,False,WATCH
130209,Renê,287,VIT,5,Atacante,7,9.78,-1.53,7.24,19,7.8,True,,14.0,18.0,12.0,34.0,2.0,0.0,15.0,4.0,1.0,9.0,,,,,,1.0,,,,True,CHA,0.585,,baixa,7.8,3.19,0.441,1.0,6.559,2.161,valor_oculto,0.671,10,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.75,0.6158,1.024,65.4,favoravel,4.46,False,RESERVA_LUXO
